Open,High,Low,Close,Volume,Date,POSITIONS,COST,ASSETS,PERCENTAGE
104.6,104.92,100.6,101.8,367854,2018-07-17,128.0,15460.000000000002,13388.8,0.8660284605433375
100.68,103.28,99.83,100.92,349333,2018-07-18,128.0,15460.000000000002,12887.04,0.8335730918499352
102.84,104.12,101.32,102.88,303565,2018-07-19,128.0,15460.000000000002,13163.52,0.851456662354463
104.44,104.6,102.04,103.24,377268,2018-07-20,128.0,15460.000000000002,13368.32,0.8647037516170762
103.36,104.92,101.96,102.84,199140,2018-07-23,132.0,15873.440000000002,13643.52,0.8595187936578333
99.96,104.78,99.6,100.8,480136,2018-07-24,132.0,15873.440000000002,13194.72,0.8312451491296151
102.08,102.52,99.52,100.48,361283,2018-07-25,132.0,15873.440000000002,13474.56,0.8488745980707394
100.64,102.08,99.64,100.76,252506,2018-07-26,132.0,15873.440000000002,13284.48,0.8368998780352588
99.92,106.6,99.84,103.56,536459,2018-07-27,132.0,15873.440000000002,13189.44,0.8309125180175185
102.88,107.8,102.6,106.48,489175,2018-07-30,136.0,16284.960000000003,13991.68,0.8591780391232154
104.0,105.0,102.88,103.52,295124,2018-07-31,136.0,16284.960000000003,14144.0,0.8685314547901867
102.24,104.12,100.84,102.6,391798,2018-08-01,136.0,16284.960000000003,13904.64,0.8538332301706604
106.24,107.13,100.92,101.52,452676,2018-08-02,136.0,16284.960000000003,14448.64,0.887238286124129
100.88,101.52,98.88,99.96,395878,2018-08-03,136.0,16284.960000000003,13719.68,0.842475511146481
99.2,99.6,95.96,96.04,352742,2018-08-06,141.0,16780.960000000003,13987.2,0.8335160801289079
94.88,95.32,93.8,94.2,309689,2018-08-07,141.0,16780.960000000003,13378.08,0.7972177992200683
94.12,94.664,92.08,92.8,296502,2018-08-08,141.0,16780.960000000003,13270.92,0.7908319905416614
92.64,94.16,91.72,94.08,271577,2018-08-09,141.0,16780.960000000003,13062.24,0.7783964683784478
98.28,100.84,96.84,98.68,749163,2018-08-10,141.0,16780.960000000003,13857.48,0.8257858906760994
99.8,104.76,96.52,104.64,762629,2018-08-13,146.0,17279.960000000003,14570.8,0.8432195444896862
102.36,104.12,99.16,99.24,497742,2018-08-14,146.0,17279.960000000003,14944.56,0.8648492241880188
104.4,112.32,104.04,105.48,1228727,2018-08-15,146.0,17279.960000000003,15242.400000000001,0.8820853751976278
101.64,101.72,98.28,99.8,503476,2018-08-16,146.0,17279.960000000003,14839.44,0.8587658767728628
100.84,101.96,96.8,97.2,569008,2018-08-17,146.0,17279.960000000003,14722.640000000001,0.8520066018671338
95.16,96.12,94.56,95.32,531603,2018-08-20,151.0,17755.760000000002,14369.16,0.8092675278332213
94.72,97.36,94.08,97.34,452807,2018-08-21,151.0,17755.760000000002,14302.72,0.8055256435094864
97.24,97.36,95.2,96.16,396537,2018-08-22,151.0,17755.760000000002,14683.24,0.8269564355454229
95.24,97.12,94.08,95.44,546270,2018-08-23,151.0,17755.760000000002,14381.24,0.8099478704375368
94.24,95.28,93.52,94.96,389942,2018-08-24,151.0,17755.760000000002,14230.24,0.8014435878835937
93.64,95.32,93.4,95.28,315278,2018-08-27,156.0,18223.960000000003,14607.84,0.8015733133742611
94.44,96.227,94.12,95.16,342051,2018-08-28,156.0,18223.960000000003,14732.64,0.8084214407845494
95.12,96.08,94.08,95.16,280576,2018-08-29,156.0,18223.960000000003,14838.720000000001,0.8142423490832946
95.32,98.72,94.4,97.12,464949,2018-08-30,156.0,18223.960000000003,14869.919999999998,0.8159543809358666
98.16,98.52,95.12,95.76,447544,2018-08-31,156.0,18223.960000000003,15312.96,0.8402652332423907
96.36,99.12,96.04,96.2,401199,2018-09-04,156.0,18223.960000000003,15032.16,0.8248569465692417
97.24,99.76,96.413,97.04,385501,2018-09-05,156.0,18223.960000000003,15169.439999999999,0.8323898867205589
97.16,102.04,96.8,100.04,568059,2018-09-06,156.0,18223.960000000003,15156.96,0.8317050739795301
102.04,103.28,99.84,101.72,541400,2018-09-07,156.0,18223.960000000003,15918.240000000002,0.8734786511822896
99.68,100.08,98.2,98.92,282505,2018-09-10,161.0,18722.360000000004,16048.480000000001,0.8571825346804568
100.12,100.68,95.72,95.84,449344,2018-09-11,161.0,18722.360000000004,16119.320000000002,0.8609662457083401
95.68,96.2,94.08,94.72,419569,2018-09-12,161.0,18722.360000000004,15404.480000000001,0.8227851616997002
92.68,92.84,91.84,91.96,393489,2018-09-13,161.0,18722.360000000004,14921.480000000001,0.7969871319641326
91.44,92.44,89.96,90.2,395942,2018-09-14,161.0,18722.360000000004,14721.84,0.786323946340098
